housing_median_age,total_rooms,total_bedrooms,median_income,median_house_value,ocean_proximity
29,3541,786,4,278400,NEAR OCEAN
36,1447,276,4,265600,NEAR OCEAN
35,1814,365,4,268400,NEAR OCEAN
42,2274,429,5,226300,NEAR OCEAN
37,2155,446,3,250700,NEAR OCEAN
41,2189,414,4,302600,NEAR OCEAN
28,3520,672,4,273500,NEAR OCEAN
36,725,121,4,327600,NEAR OCEAN
32,1385,356,4,246700,NEAR OCEAN
34,1075,318,3,242500,NEAR OCEAN
40,1294,308,3,218800,NEAR OCEAN
37,694,188,4,237500,NEAR OCEAN
44,431,195,3,233300,NEAR OCEAN
32,3436,868,3,232400,NEAR OCEAN
26,3253,932,2,244000,NEAR OCEAN
43,1769,387,4,281500,NEAR OCEAN
39,4402,894,3,239800,NEAR OCEAN
42,4091,757,4,272700,NEAR OCEAN
26,2806,375,5,353700,NEAR OCEAN
17,3523,669,4,251200,NEAR OCEAN
20,4582,1124,4,275000,NEAR OCEAN
39,3348,666,4,227400,NEAR OCEAN
31,3109,621,5,263900,NEAR OCEAN
34,696,145,3,254100,NEAR OCEAN
31,1256,328,3,234600,NEAR OCEAN
27,2589,658,2,228200,NEAR OCEAN
34,4551,837,5,279300,NEAR OCEAN
35,1481,277,4,262100,NEAR OCEAN
35,2683,475,5,262500,NEAR OCEAN
36,1521,253,4,237500,NEAR OCEAN
35,2197,369,4,241700,NEAR OCEAN
31,1331,245,4,345500,NEAR OCEAN
20,64,21,2,450000,NEAR OCEAN
33,3507,669,4,270600,NEAR OCEAN
34,4648,806,4,249000,NEAR OCEAN
26,3507,512,6,344600,NEAR OCEAN
28,4946,848,5,302100,NEAR OCEAN
35,5113,959,4,281300,NEAR OCEAN
34,4135,687,4,342300,NEAR OCEAN
49,1464,302,4,284100,NEAR OCEAN
46,2975,643,3,273600,NEAR OCEAN
37,1866,300,4,341300,NEAR OCEAN
39,1355,214,6,324700,NEAR OCEAN
40,1545,264,4,308100,NEAR OCEAN
17,1040,432,4,137500,NEAR OCEAN
46,1811,337,3,292900,NEAR OCEAN
43,2367,409,4,319000,NEAR OCEAN
36,1017,165,4,306800,NEAR OCEAN
36,1538,256,4,317900,NEAR OCEAN
39,3119,758,3,242700,NEAR OCEAN
32,3586,921,3,253000,NEAR OCEAN
39,4220,1055,2,242500,NEAR OCEAN
41,98,20,2,212500,NEAR OCEAN
15,2748,997,3,144200,NEAR OCEAN
46,66,11,2,275000,NEAR OCEAN
37,1252,275,4,228500,NEAR OCEAN
35,865,226,3,229100,NEAR OCEAN
44,1619,362,4,224200,NEAR OCEAN
38,1204,268,4,215400,NEAR OCEAN
35,2084,549,3,318400,NEAR OCEAN
33,2577,590,3,265100,NEAR OCEAN
36,1770,499,2,273100,NEAR OCEAN
42,1602,262,5,336400,NEAR OCEAN
43,1934,303,4,347400,NEAR OCEAN
31,4424,834,4,412000,NEAR OCEAN
34,3562,565,5,405100,NEAR OCEAN
26,2754,402,6,466900,NEAR OCEAN
34,3931,622,6,450000,NEAR OCEAN
40,2401,383,5,422400,NEAR OCEAN
30,5351,1134,3,369300,NEAR OCEAN
52,1380,203,6,420300,NEAR OCEAN
44,2304,384,4,387100,NEAR OCEAN
34,707,435,4,340900,NEAR OCEAN
31,3052,844,3,457700,NEAR OCEAN
44,2089,348,4,459200,NEAR OCEAN
35,520,83,6,450000,NEAR OCEAN
26,15,3,5,350000,NEAR OCEAN
49,1657,266,5,378100,NEAR OCEAN
52,3084,595,5,374200,NEAR OCEAN
37,3325,734,4,434000,NEAR OCEAN
44,1395,269,5,386400,NEAR OCEAN
40,2362,468,4,359900,NEAR OCEAN
50,2784,743,3,372200,NEAR OCEAN
52,2495,458,4,410800,NEAR OCEAN
20,2638,854,3,350600,NEAR OCEAN
26,854,246,2,375000,NEAR OCEAN
39,2647,616,4,433800,NEAR OCEAN
28,3751,949,3,300000,NEAR OCEAN
43,2543,621,3,318400,NEAR OCEAN
27,3085,876,3,290000,NEAR OCEAN
28,2784,736,3,285400,NEAR OCEAN
34,3225,726,3,273000,NEAR BAY
44,1990,442,3,258300,NEAR BAY
45,1165,236,4,267300,NEAR OCEAN
43,1772,422,2,233100,NEAR OCEAN
42,2574,614,3,237900,NEAR OCEAN
33,3384,819,3,234800,NEAR OCEAN
52,499,148,2,256300,NEAR OCEAN
42,3157,676,3,292600,NEAR OCEAN
44,537,173,2,250000,NEAR OCEAN
20,2126,643,3,283300,NEAR OCEAN
9,1150,287,3,237500,NEAR OCEAN
26,2339,704,3,415000,NEAR OCEAN
52,2351,494,3,356900,NEAR OCEAN
52,900,183,3,296400,NEAR OCEAN
46,1437,266,4,369700,NEAR OCEAN
44,2151,411,4,397100,NEAR OCEAN
34,3661,692,5,407200,NEAR OCEAN
27,3339,481,7,464600,NEAR OCEAN
18,4493,760,6,413000,NEAR OCEAN
27,2169,305,7,453100,NEAR OCEAN
34,3559,560,6,411200,NEAR OCEAN
25,1729,383,4,458500,NEAR OCEAN
37,1338,215,5,376600,NEAR OCEAN
40,1833,308,6,384200,NEAR OCEAN
38,984,171,5,376800,NEAR OCEAN
35,1817,262,6,457200,NEAR OCEAN
39,1160,191,5,379100,NEAR OCEAN
39,4292,1097,2,340500,NEAR OCEAN
43,1748,366,4,337800,NEAR OCEAN
41,839,190,5,368200,NEAR OCEAN
45,1222,220,5,396900,NEAR OCEAN
46,2444,397,4,388200,NEAR OCEAN
41,1608,269,4,361700,NEAR OCEAN
39,2795,464,5,387100,NEAR OCEAN
27,3931,933,3,354100,NEAR OCEAN
49,1340,281,4,393800,NEAR OCEAN
38,1946,407,4,385400,NEAR OCEAN
42,1159,261,3,352800,NEAR OCEAN
35,3675,735,3,342800,NEAR OCEAN
45,507,140,2,272900,NEAR OCEAN
45,1685,321,4,309700,NEAR OCEAN
36,1727,340,4,316000,NEAR OCEAN
45,1792,301,4,330100,NEAR OCEAN
40,1351,330,3,292900,NEAR OCEAN
37,1437,305,4,273700,NEAR OCEAN
31,2197,477,4,271100,NEAR OCEAN
36,1973,352,5,270900,NEAR BAY
37,1962,367,4,271800,NEAR OCEAN
36,2406,436,4,276100,NEAR BAY
34,1693,281,5,339400,NEAR BAY
36,1379,228,5,282000,NEAR OCEAN
36,805,140,5,289400,NEAR BAY
35,1873,351,5,274800,NEAR OCEAN
17,4576,814,5,443800,NEAR BAY
16,4789,816,6,338200,NEAR BAY
16,2118,333,7,376000,NEAR BAY
17,4199,629,6,375700,NEAR BAY
17,3211,847,4,292100,NEAR BAY
13,1422,295,5,327800,NEAR BAY
5,1649,388,6,417300,NEAR BAY
5,2140,420,6,438800,NEAR BAY
16,3913,565,7,419700,NEAR BAY
27,3789,874,4,270100,NEAR OCEAN
43,2268,438,4,293200,NEAR OCEAN
37,991,180,5,294200,NEAR OCEAN
39,1459,285,5,298100,NEAR OCEAN
41,1743,349,4,282400,NEAR OCEAN
35,2043,511,3,310600,NEAR OCEAN
34,1980,385,5,310900,NEAR OCEAN
43,1145,230,3,267400,NEAR OCEAN
25,3710,1015,3,286700,NEAR OCEAN
33,4104,751,5,388100,NEAR OCEAN
27,2958,655,4,397800,NEAR OCEAN
29,1526,355,4,435200,NEAR OCEAN
38,2197,357,5,397900,NEAR OCEAN
38,3767,603,6,386800,NEAR OCEAN
38,2769,387,5,417000,NEAR OCEAN
35,2789,445,5,391000,NEAR OCEAN
24,2328,335,7,435800,NEAR OCEAN
35,1051,259,3,339700,NEAR OCEAN
36,1406,224,5,414800,NEAR OCEAN
35,3040,520,6,426400,NEAR OCEAN
34,483,131,3,256300,NEAR OCEAN
46,672,149,5,258100,NEAR OCEAN
45,989,174,4,289400,NEAR OCEAN
44,348,79,4,253800,NEAR OCEAN
39,3996,793,4,364900,NEAR OCEAN
29,3703,1075,2,323800,NEAR OCEAN
24,2307,510,3,341500,NEAR OCEAN
52,878,186,3,360500,NEAR OCEAN
45,1812,336,4,345000,NEAR OCEAN
43,2607,477,4,349600,NEAR OCEAN
40,2709,521,4,395500,NEAR OCEAN
44,4420,743,6,394700,NEAR OCEAN
33,4719,435,6,405000,NEAR OCEAN
29,4148,635,6,457200,NEAR OCEAN
34,4453,682,5,451300,NEAR OCEAN
41,1183,203,5,314100,NEAR OCEAN
37,3507,569,5,440300,NEAR OCEAN
40,1504,270,6,308800,NEAR OCEAN
38,645,124,5,305000,NEAR OCEAN
35,3183,515,5,383200,NEAR OCEAN
45,4126,696,4,362100,NEAR OCEAN
40,4459,1027,3,361900,NEAR OCEAN
47,2423,407,6,362700,NEAR OCEAN
30,2956,590,3,427600,NEAR OCEAN
38,4105,950,3,265600,NEAR OCEAN
39,1535,340,2,247200,NEAR BAY
11,840,329,2,241700,NEAR OCEAN
24,2528,947,2,225000,NEAR BAY
47,2570,783,2,229500,NEAR OCEAN
34,1541,584,2,250000,NEAR OCEAN
16,4428,664,7,422500,NEAR BAY
4,5233,1109,6,311800,NEAR BAY
14,1472,291,4,366000,NEAR BAY
18,2962,945,2,87500,NEAR BAY
20,505,216,2,237500,NEAR BAY
37,1326,335,3,218100,NEAR BAY
41,733,155,5,233600,NEAR BAY
30,1170,258,3,263500,NEAR BAY
45,886,165,4,267000,NEAR BAY
38,1300,269,4,286900,NEAR BAY
44,1371,263,4,312300,NEAR BAY
44,1927,332,4,278200,NEAR BAY
37,1053,266,3,320800,NEAR BAY
37,1403,369,2,232800,NEAR BAY
33,1266,415,2,202800,NEAR OCEAN
26,1777,555,3,211000,NEAR OCEAN
43,733,162,3,255300,NEAR OCEAN
35,367,113,2,166700,NEAR OCEAN
33,3108,805,3,267700,NEAR OCEAN
38,1578,399,2,298400,NEAR OCEAN
35,2283,491,4,318600,NEAR OCEAN
36,2021,433,3,303100,NEAR OCEAN
33,2643,464,4,363700,NEAR OCEAN
26,4670,1039,4,333800,NEAR OCEAN
36,4686,781,6,343500,NEAR OCEAN
37,2586,495,4,342700,NEAR OCEAN
34,4177,723,5,395100,NEAR OCEAN
29,1617,235,7,469900,NEAR OCEAN
13,2888,546,6,409300,NEAR OCEAN
44,2581,437,5,341700,NEAR BAY
39,2427,401,5,352700,NEAR BAY
33,3687,852,2,162600,NEAR BAY
36,2238,479,2,157300,NEAR BAY
36,1210,236,4,148900,NEAR BAY
36,2081,412,3,160600,NEAR BAY
36,880,177,3,159400,NEAR BAY
25,1630,353,5,173400,NEAR BAY
37,1576,334,2,159400,NEAR BAY
35,1321,300,3,159600,NEAR BAY
38,1276,314,2,155700,NEAR BAY
31,2247,573,3,185600,NEAR BAY
30,1480,294,4,166700,NEAR BAY
37,3373,815,2,156600,NEAR BAY
37,1844,382,2,145500,NEAR BAY
38,1560,301,3,151500,NEAR BAY
39,1295,239,5,326400,NEAR BAY
42,1995,412,5,379600,NEAR BAY
45,2068,348,6,417800,NEAR BAY
50,196,41,7,412500,NEAR BAY
32,2663,661,4,410200,NEAR BAY
43,2061,437,4,460200,NEAR BAY
18,1636,414,5,464600,NEAR OCEAN
40,2223,412,5,444500,NEAR OCEAN
39,2392,420,6,472800,NEAR OCEAN
26,440,202,5,350000,NEAR OCEAN
23,949,151,5,411300,NEAR OCEAN
18,2297,416,4,334600,NEAR OCEAN
25,950,259,3,319200,NEAR OCEAN
22,1564,278,4,318500,NEAR OCEAN
15,4974,764,6,364300,NEAR OCEAN
19,4768,807,6,331100,NEAR OCEAN
15,3456,545,6,368000,NEAR OCEAN
17,1574,262,7,355800,NEAR OCEAN
33,1054,209,7,456300,NEAR OCEAN
37,2607,534,5,277700,NEAR OCEAN
30,2762,593,5,319400,NEAR OCEAN
52,1746,315,3,286100,NEAR OCEAN
9,1830,353,4,450000,NEAR OCEAN
24,2746,433,5,348700,NEAR OCEAN
26,3578,677,4,395000,NEAR OCEAN
28,1985,582,2,290900,NEAR OCEAN
6,2864,435,5,263800,NEAR OCEAN
26,3563,579,5,438400,<1H OCEAN
38,1729,435,3,357500,NEAR OCEAN
35,2703,654,4,340400,NEAR OCEAN
26,4257,1031,3,294500,NEAR OCEAN
30,2491,656,2,279500,<1H OCEAN
27,984,299,2,275000,<1H OCEAN
46,1332,329,3,357400,<1H OCEAN
36,1156,309,2,320600,<1H OCEAN
33,1028,377,2,243800,<1H OCEAN
18,1170,372,2,255000,<1H OCEAN
31,1643,499,3,267000,<1H OCEAN
47,1572,417,2,279200,<1H OCEAN
52,1837,343,4,443000,<1H OCEAN
37,1462,306,5,418400,<1H OCEAN
48,2408,536,3,458600,<1H OCEAN
39,1486,467,2,320600,<1H OCEAN
52,977,289,2,300000,<1H OCEAN
34,3262,533,5,381800,<1H OCEAN
35,2183,363,5,384400,<1H OCEAN
41,2220,367,5,376000,<1H OCEAN
43,1781,342,4,293800,<1H OCEAN
39,1489,304,3,289900,<1H OCEAN
48,2114,390,4,351100,NEAR OCEAN
44,2261,328,6,415600,<1H OCEAN
27,1251,282,2,353000,NEAR OCEAN
29,2526,388,6,383100,<1H OCEAN
44,2440,485,4,443600,<1H OCEAN
35,1402,369,2,318800,<1H OCEAN
43,1257,311,2,280600,<1H OCEAN
37,2801,497,5,387700,<1H OCEAN
32,3202,537,5,463800,<1H OCEAN
30,1273,343,2,228100,<1H OCEAN
33,1961,462,2,236000,<1H OCEAN
49,1785,386,3,251200,<1H OCEAN
28,1814,526,3,364300,<1H OCEAN
38,1452,354,2,236800,<1H OCEAN
39,1467,381,2,241400,<1H OCEAN
37,1673,444,2,246700,<1H OCEAN
23,1333,393,2,232600,<1H OCEAN
52,1364,460,2,293800,<1H OCEAN
41,725,239,3,362500,<1H OCEAN
52,302,112,2,258300,<1H OCEAN
49,1560,436,2,246900,<1H OCEAN
39,1172,322,2,259100,<1H OCEAN
50,840,279,2,258300,<1H OCEAN
43,1802,557,2,247900,<1H OCEAN
52,1526,458,2,226500,NEAR OCEAN
37,1635,427,3,264700,NEAR OCEAN
31,1524,383,2,250000,NEAR OCEAN
49,1610,370,2,260100,NEAR OCEAN
52,1759,387,4,261000,NEAR OCEAN
52,1411,324,4,252900,<1H OCEAN
23,2068,658,2,230800,<1H OCEAN
31,1034,319,2,231800,NEAR OCEAN
20,1648,319,4,335200,NEAR OCEAN
34,1706,276,4,364000,NEAR OCEAN
35,1604,334,4,336400,NEAR OCEAN
36,1846,358,4,326800,NEAR OCEAN
25,1858,493,3,312500,NEAR OCEAN
35,871,145,4,341800,NEAR OCEAN
27,3782,771,4,395100,NEAR OCEAN
18,1225,317,3,255000,NEAR OCEAN
19,1215,360,2,226500,NEAR OCEAN
19,2086,575,2,236100,NEAR OCEAN
39,1383,459,2,281300,NEAR OCEAN
23,2982,837,3,283200,NEAR OCEAN
26,3119,562,5,340400,NEAR OCEAN
27,1448,404,2,261000,NEAR OCEAN
23,1364,227,5,413900,NEAR OCEAN
25,2024,312,5,392800,NEAR OCEAN
35,1853,375,4,335300,NEAR OCEAN
30,2365,417,5,346200,NEAR OCEAN
29,1769,297,4,350000,NEAR OCEAN
26,1648,378,3,335000,NEAR OCEAN
34,1664,292,5,329400,NEAR OCEAN
32,1479,287,5,322600,NEAR OCEAN
8,1705,400,3,297400,<1H OCEAN
20,4489,800,4,279700,<1H OCEAN
24,3422,596,5,301300,NEAR OCEAN
15,1112,256,2,314300,NEAR OCEAN
23,1414,365,2,250000,NEAR OCEAN
32,1921,394,3,346000,NEAR OCEAN
20,1834,477,3,251000,NEAR OCEAN
22,2323,727,2,300000,NEAR OCEAN
14,1671,383,3,248700,<1H OCEAN
22,2512,426,5,425000,<1H OCEAN
35,622,170,3,335000,<1H OCEAN
17,4617,982,3,230600,NEAR OCEAN
35,2469,553,2,62100,<1H OCEAN
17,2074,382,3,400000,<1H OCEAN
14,1289,277,3,230800,<1H OCEAN
25,1337,219,3,226400,NEAR OCEAN
14,2647,515,4,227900,NEAR OCEAN
15,2958,690,3,215200,NEAR OCEAN
11,2137,339,5,394900,NEAR OCEAN
10,2426,426,5,290900,NEAR OCEAN
22,2136,465,2,243100,NEAR OCEAN
9,2536,499,2,309800,NEAR OCEAN
24,1601,282,4,259800,NEAR OCEAN
18,1348,238,5,289400,NEAR OCEAN
18,2375,429,4,375000,NEAR OCEAN
11,3478,588,4,272300,NEAR OCEAN
18,2708,382,5,367000,NEAR OCEAN
16,2943,394,6,440000,NEAR OCEAN
11,586,125,2,84400,NEAR OCEAN
24,1874,319,5,390200,NEAR OCEAN
30,2992,609,3,292900,NEAR OCEAN
12,3189,463,5,226800,<1H OCEAN
16,712,147,2,150000,<1H OCEAN
20,3842,630,3,120100,<1H OCEAN
15,2143,286,5,269700,<1H OCEAN
9,3124,415,6,275100,<1H OCEAN
4,1533,221,7,328700,<1H OCEAN
13,2312,352,5,194000,<1H OCEAN
23,3415,778,2,114800,NEAR OCEAN
11,1633,348,2,275000,<1H OCEAN
26,2384,385,4,157900,<1H OCEAN
15,978,187,4,158000,<1H OCEAN
17,3172,506,4,168100,<1H OCEAN
17,1932,347,3,141500,<1H OCEAN
17,2649,386,4,326800,<1H OCEAN
24,2590,404,3,341200,<1H OCEAN
27,2019,354,3,144700,<1H OCEAN
30,2388,393,4,164000,<1H OCEAN
8,3119,620,3,165500,<1H OCEAN
24,2020,307,5,162500,<1H OCEAN
30,1979,342,5,158000,<1H OCEAN
28,2862,478,4,158200,<1H OCEAN
22,2580,381,5,158600,<1H OCEAN
18,2505,376,4,195700,<1H OCEAN
21,2131,329,4,193000,<1H OCEAN
26,1699,272,3,157700,<1H OCEAN
4,3680,559,5,201700,<1H OCEAN
10,2197,329,4,199600,<1H OCEAN
32,1997,317,5,158900,<1H OCEAN
15,1534,251,4,193600,<1H OCEAN
33,3404,711,3,146700,<1H OCEAN
50,1966,413,2,136100,<1H OCEAN
43,2020,344,3,181800,<1H OCEAN
32,2844,551,2,133700,<1H OCEAN
4,2866,648,2,186500,<1H OCEAN
10,2980,585,3,218300,<1H OCEAN
21,2725,514,3,128600,<1H OCEAN
28,1433,270,4,130100,<1H OCEAN
20,1678,307,4,160700,<1H OCEAN
24,2739,414,4,162900,<1H OCEAN
24,1799,470,2,136900,<1H OCEAN
31,3518,608,3,151400,<1H OCEAN
19,2298,511,2,132000,<1H OCEAN
18,1932,350,4,139800,<1H OCEAN
16,2299,403,4,148300,<1H OCEAN
14,2069,343,4,149800,<1H OCEAN
9,2813,492,4,226800,<1H OCEAN
21,1774,263,4,152500,<1H OCEAN
9,2712,428,4,190100,<1H OCEAN
8,1885,286,5,261000,<1H OCEAN
26,1705,344,3,113700,<1H OCEAN
25,1920,380,3,129300,<1H OCEAN
10,1897,354,3,131300,<1H OCEAN
29,2374,562,2,108300,<1H OCEAN
30,1685,315,3,112500,<1H OCEAN
21,2121,445,4,117600,<1H OCEAN
11,1299,280,2,129200,<1H OCEAN
34,1248,284,2,104200,<1H OCEAN
26,1949,396,2,121400,<1H OCEAN
24,2481,476,3,147200,<1H OCEAN
15,868,244,2,87500,<1H OCEAN
16,2098,558,2,67500,<1H OCEAN
38,3004,794,2,106400,<1H OCEAN
10,2207,644,2,98500,<1H OCEAN
7,1479,532,2,162500,<1H OCEAN
26,1058,232,3,120600,<1H OCEAN
24,1702,447,2,115500,<1H OCEAN
27,1401,294,2,83200,NEAR OCEAN
38,1145,297,2,89100,NEAR OCEAN
5,2090,469,2,86100,NEAR OCEAN
44,711,140,2,73800,NEAR OCEAN
26,3069,518,4,136400,NEAR OCEAN
11,562,164,2,118800,NEAR OCEAN
8,2482,586,3,120400,NEAR OCEAN
31,1438,320,2,128100,NEAR OCEAN
8,787,126,4,163400,NEAR OCEAN
30,2330,422,3,134600,NEAR OCEAN
27,2696,622,3,135400,NEAR OCEAN
40,1051,235,2,111500,NEAR OCEAN
10,2143,593,2,103300,NEAR OCEAN
14,885,223,2,109300,NEAR OCEAN
32,2193,430,2,130200,NEAR OCEAN
16,2549,428,4,150700,NEAR OCEAN
27,2253,382,3,134700,NEAR OCEAN
21,1182,243,3,131600,NEAR OCEAN
25,980,276,2,87500,NEAR OCEAN
48,1408,301,2,146600,NEAR OCEAN
37,1697,334,2,148000,NEAR OCEAN
16,1912,406,3,138000,NEAR OCEAN
17,1226,277,3,112500,NEAR OCEAN
34,2571,499,3,150000,NEAR OCEAN
32,1840,309,4,172400,NEAR OCEAN
22,3231,549,4,142400,NEAR OCEAN
7,3329,504,4,198300,NEAR OCEAN
5,2904,702,3,135200,NEAR OCEAN
4,3376,525,4,166600,NEAR OCEAN
40,2162,395,2,239300,NEAR OCEAN
4,1897,331,4,172600,NEAR OCEAN
26,1933,316,4,134400,NEAR OCEAN
25,2445,368,4,180100,NEAR OCEAN
23,2441,463,3,142200,NEAR OCEAN
15,2185,386,5,223100,NEAR OCEAN
21,1868,268,6,249300,NEAR OCEAN
17,2830,430,4,207200,NEAR OCEAN
24,2387,385,4,152700,NEAR OCEAN
21,2535,383,5,183800,NEAR OCEAN
18,1868,315,4,290600,NEAR OCEAN
26,2353,389,3,125800,NEAR OCEAN
33,2054,373,3,128300,NEAR OCEAN
6,2187,277,6,307400,NEAR OCEAN
25,2741,623,2,216700,NEAR OCEAN
14,2307,650,2,37500,NEAR OCEAN
14,2472,685,3,229500,NEAR OCEAN
16,1734,365,4,282500,NEAR OCEAN
16,2206,541,3,223100,NEAR OCEAN
22,2367,492,3,312200,NEAR OCEAN
24,2001,365,6,268800,NEAR OCEAN
24,2168,373,5,280900,NEAR OCEAN
28,977,162,4,274300,NEAR OCEAN
26,4424,616,6,331200,NEAR OCEAN
28,1765,301,6,276800,NEAR OCEAN
26,4382,618,7,432200,NEAR OCEAN
22,3488,452,7,384400,NEAR OCEAN
23,1915,277,6,348200,NEAR OCEAN
27,4724,793,5,261400,NEAR OCEAN
25,2786,470,5,268300,NEAR OCEAN
25,3160,507,5,271200,NEAR OCEAN
17,2143,324,6,402600,NEAR OCEAN
21,1241,248,3,425000,NEAR OCEAN
26,1626,375,2,187500,NEAR OCEAN
24,3678,567,6,334000,NEAR OCEAN
23,3172,588,4,288900,NEAR OCEAN
24,3592,533,6,333800,NEAR OCEAN
26,1739,402,3,198400,NEAR OCEAN
22,2239,475,4,295400,NEAR OCEAN
14,961,305,3,206300,NEAR OCEAN
15,1482,345,3,112500,NEAR OCEAN
16,1414,463,3,150000,NEAR OCEAN
28,1992,531,2,228200,NEAR OCEAN
35,796,281,2,260000,NEAR OCEAN
31,798,346,2,205000,NEAR OCEAN
22,2552,443,5,342500,NEAR OCEAN
27,2674,419,5,280200,NEAR OCEAN
27,3143,537,4,271500,NEAR OCEAN
22,2845,500,5,276400,NEAR OCEAN
25,1479,314,4,271800,NEAR OCEAN
28,2864,495,4,353400,NEAR OCEAN
26,3611,563,5,276200,NEAR OCEAN
38,1141,333,2,182500,<1H OCEAN
37,1525,363,2,186100,<1H OCEAN
30,2453,573,3,210700,<1H OCEAN
44,1668,380,3,181900,<1H OCEAN
47,1007,245,2,237500,<1H OCEAN
52,1034,239,2,227100,<1H OCEAN
42,2082,626,3,185300,<1H OCEAN
50,1345,287,3,245800,<1H OCEAN
52,241,69,2,212500,<1H OCEAN
35,357,120,3,204200,<1H OCEAN
42,2101,524,3,239200,<1H OCEAN
52,2584,491,4,391300,<1H OCEAN
52,2009,338,5,295800,<1H OCEAN
52,2962,557,4,301100,<1H OCEAN
44,1449,291,3,292200,<1H OCEAN
44,2142,358,5,421000,<1H OCEAN
34,1809,317,4,330500,<1H OCEAN
35,2189,607,2,240900,<1H OCEAN
28,454,147,2,187500,<1H OCEAN
52,2562,410,4,330600,<1H OCEAN
52,2125,382,5,299500,<1H OCEAN
34,197,44,4,200000,<1H OCEAN
52,2212,563,2,209500,<1H OCEAN
11,1283,390,4,166700,<1H OCEAN
52,1009,231,2,162500,<1H OCEAN
6,1495,552,2,225000,<1H OCEAN
36,1904,689,2,187500,<1H OCEAN
48,1562,439,2,177500,<1H OCEAN
46,1197,416,2,190600,<1H OCEAN
52,1390,365,2,188900,<1H OCEAN
42,2087,402,4,199000,<1H OCEAN
49,1728,350,3,193000,<1H OCEAN
47,2879,631,3,183100,<1H OCEAN
43,1185,296,2,170800,<1H OCEAN
44,2019,615,2,193800,<1H OCEAN
43,1086,219,4,193500,<1H OCEAN
37,1566,375,3,174500,<1H OCEAN
44,1267,353,2,194400,<1H OCEAN
52,1704,418,2,183500,<1H OCEAN
52,1170,215,2,325900,<1H OCEAN
52,1087,166,6,309000,<1H OCEAN
39,2479,541,2,289100,<1H OCEAN
52,867,232,2,302900,<1H OCEAN
27,3500,1036,2,153700,<1H OCEAN
46,1448,330,2,174100,<1H OCEAN
52,1557,424,2,183700,<1H OCEAN
40,2277,508,3,185200,<1H OCEAN
41,395,164,2,175000,<1H OCEAN
37,3137,685,3,270300,<1H OCEAN
45,1192,371,2,205900,<1H OCEAN
42,1279,358,2,192500,<1H OCEAN
34,1014,246,2,172500,<1H OCEAN
30,1242,338,2,169300,<1H OCEAN
40,1331,374,2,172500,<1H OCEAN
43,1105,241,2,184900,<1H OCEAN
41,977,265,3,184800,<1H OCEAN
52,1994,404,4,223600,<1H OCEAN
52,2125,431,5,281100,<1H OCEAN
48,1274,313,3,220600,<1H OCEAN
42,1067,256,3,180800,<1H OCEAN
16,2962,898,2,216300,<1H OCEAN
52,1460,492,2,167500,<1H OCEAN
37,818,269,2,250000,<1H OCEAN
46,2451,472,4,225800,<1H OCEAN
51,2711,728,3,184700,<1H OCEAN
39,836,254,3,192600,<1H OCEAN
31,1902,554,2,165600,<1H OCEAN
28,2089,641,2,198400,<1H OCEAN
50,1135,215,4,211300,<1H OCEAN
5,2364,578,5,246400,<1H OCEAN
30,1680,312,4,280500,<1H OCEAN
26,4348,814,4,293000,<1H OCEAN
16,1111,226,2,233300,<1H OCEAN
26,2182,704,2,229800,<1H OCEAN
34,876,150,5,241100,<1H OCEAN
26,3242,780,3,247900,<1H OCEAN
16,2111,485,5,292500,<1H OCEAN
29,1377,430,2,252800,<1H OCEAN
36,2088,358,4,310100,<1H OCEAN
35,1335,296,3,345800,<1H OCEAN
28,3104,811,3,332600,<1H OCEAN
46,3052,587,4,340000,<1H OCEAN
39,3627,666,4,345900,<1H OCEAN
43,828,151,4,327600,<1H OCEAN
31,2095,427,3,344700,<1H OCEAN
31,616,131,3,265000,<1H OCEAN
40,1844,340,3,235200,<1H OCEAN
28,3085,552,4,262800,<1H OCEAN
47,1604,284,5,283300,<1H OCEAN
52,2071,362,4,284800,<1H OCEAN
47,2986,627,3,247400,<1H OCEAN
52,1456,269,5,296600,<1H OCEAN
52,1575,284,5,312000,<1H OCEAN
42,1867,398,4,247000,<1H OCEAN
44,2026,396,4,274100,<1H OCEAN
47,2355,426,5,282300,<1H OCEAN
46,2639,448,5,331600,<1H OCEAN
38,1568,351,2,286600,<1H OCEAN
26,1797,244,7,424600,<1H OCEAN
36,1389,225,6,283300,<1H OCEAN
34,943,135,5,344600,<1H OCEAN
36,945,149,5,320500,<1H OCEAN
35,2189,307,7,426900,<1H OCEAN
18,3597,664,5,351400,<1H OCEAN
36,2241,437,3,288200,<1H OCEAN
32,1260,199,6,346700,<1H OCEAN
34,2422,370,5,376200,<1H OCEAN
10,3163,832,4,214000,<1H OCEAN
27,2859,464,5,327500,<1H OCEAN
30,2862,544,5,278100,<1H OCEAN
23,1932,552,3,211900,<1H OCEAN
39,1030,191,3,236900,<1H OCEAN
43,2104,388,4,238000,<1H OCEAN
21,3843,716,4,264200,<1H OCEAN
10,3611,803,5,248700,<1H OCEAN
34,1482,255,5,264700,<1H OCEAN
16,3942,749,5,332800,<1H OCEAN
39,1103,175,2,291300,<1H OCEAN
33,1306,259,4,230700,<1H OCEAN
36,3874,656,4,258500,<1H OCEAN
31,1944,343,4,240500,<1H OCEAN
27,3028,486,4,308800,<1H OCEAN
33,3280,569,4,253500,<1H OCEAN
35,1855,345,6,255100,<1H OCEAN
